1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,212570,161717,44081,10088,6216,3872,107548,0,0,0,57120,550,32609,17269,50853,40220,10633,212570,8021,0,0,14889,5500,0,25,17278,23227,0,71137,2149,402,8031,53511,8400
1981:Q4,215070,161114,42722,10829,6484,4345,107563,0,0,0,57238,553,32959,16813,53956,42091,11865,215070,8199,0,0,15789,5808,0,50,17564,24505,0,70399,2233,686,11572,50224,8041
1982:Q1,222460,166527,49836,11381,6880,4501,105310,0,0,0,52226,522,34634,17928,55933,43510,12423,222460,7908,0,0,19359,5285,0,102,19084,21975,0,73065,2289,432,9425,55936,7600
1982:Q2,239219,180015,51741,13100,7191,5909,115174,0,0,0,56609,491,38016,20058,59204,45848,13356,239219,8236,0,0,17591,5265,0,246,20631,20607,0,78219,2546,486,13009,65183,7200
1982:Q3,230488,171627,49726,12936,6685,6251,108965,0,0,0,52465,460,33685,22355,58861,46200,12661,230488,7731,0,0,19172,5229,0,540,22359,17800,0,74799,2125,246,14399,59288,6800
1982:Q4,226843,161828,37614,15054,5506,9548,109160,0,0,0,51425,429,34550,22756,65015,51600,13415,226843,7948,0,0,18551,5109,0,2038,21735,15203,0,69112,2074,404,16447,61893,6329
1983:Q1,226311,166995,41187,16787,4770,12017,109021,0,0,0,51931,412,34981,21697,59316,46824,12492,226311,8071,0,0,18984,1487,0,2822,24737,14243,164,61832,2685,658,8315,74868,7445
1983:Q2,233658,172180,38849,18557,5208,13349,114774,0,0,220,56059,395,35612,22488,61478,49046,12432,233658,9343,0,0,18427,1936,0,3720,25122,15302,406,66325,2989,304,8954,73698,7132
1983:Q3,242383,176991,40547,19386,5602,13784,117058,0,0,440,56936,378,37158,22146,65392,50839,14553,242383,9943,0,0,18616,1849,0,5108,26722,16997,695,68790,2947,520,10208,73029,6959
1983:Q4,253778,183498,36775,21540,5647,15893,125183,0,0,660,60479,361,38007,25676,70280,54628,15652,253778,12188,0,0,17782,1743,0,6859,25162,17247,1000,66161,2855,783,11598,83284,7116
1984:Q1,268645,200365,42518,24158,6650,17508,133689,0,0,880,65453,416,41384,25556,68280,51922,16358,268645,12632,0,0,17206,794,119,7552,28696,19581,1321,75307,4201,754,10641,81557,8284
1984:Q2,296549,220594,53463,30516,6718,23798,136615,0,0,1100,69424,472,45904,19715,75955,57445,18510,296549,11246,0,0,16247,854,181,8563,30312,22113,1657,79844,4652,619,11596,100121,8544
1984:Q3,300622,226700,60349,26707,6845,19862,139644,0,0,1320,68049,529,43025,26721,73922,52082,21840,300622,11189,0,0,16634,795,153,8807,31871,22171,2040,85689,5719,452,13092,92290,9720
1984:Q4,305701,231724,58490,23721,6494,17227,149513,0,0,5540,73122,588,44140,26123,73977,51056,22921,305701,9742,0,0,15451,852,62,8957,29306,19609,2500,97901,4912,683,17301,90098,8327
1985:Q1,317853,247603,62972,24638,7819,16819,159993,0,0,5760,79489,623,45638,28483,70250,47745,22505,317853,10202,0,0,15108,887,153,9434,31975,19330,3039,96452,4577,526,10499,106908,8763
1985:Q2,326920,259662,68886,25838,7870,17968,164938,0,0,5980,84671,657,45596,28034,67258,44099,23159,326920,9798,0,0,14333,1164,126,9830,31560,19235,3656,108266,4930,430,12618,103319,7655
1985:Q3,343467,277700,69036,27417,7677,19740,181247,0,0,6200,96218,690,45557,32582,65767,42755,23012,343467,9326,0,0,12959,1269,192,10603,32737,19843,4320,100919,5603,351,13928,123377,8040
1985:Q4,358526,293909,72207,19248,7963,11285,202454,0,0,17095,102684,723,46380,35572,64617,40201,24416,358526,10478,0,0,12026,1178,176,11809,29063,21969,5000,99047,4744,98,14549,140223,8166
1986:Q1,359798,298885,69514,24895,10629,14266,204476,0,0,9640,108615,814,38361,47046,60913,36604,24309,359798,11646,0,0,13447,820,151,11836,28699,22481,5714,101882,8152,36,16125,129790,9019
1986:Q2,374342,314598,68654,29231,11006,18225,216713,0,0,9860,113773,773,45439,46868,59744,34790,24954,374342,10268,0,0,11896,1029,148,11764,29451,23110,6480,109390,8007,40,18140,135101,9518
1986:Q3,388864,326967,72779,32908,10893,22015,221280,0,0,10080,118742,925,45183,46350,61897,33988,27909,388864,9378,0,0,10392,1095,100,11731,33428,24000,7355,117799,8344,82,15109,142000,8051
1986:Q4,384904,326144,62865,23407,10148,13259,239872,0,0,17300,124274,1051,50782,46465,58760,31520,27240,384904,10173,0,0,12835,1026,744,11872,34484,25718,8270,105158,9588,87,12599,144312,8038
1987:Q1,396222,337133,63593,23278,10838,12440,250262,0,0,17677,125805,1265,54679,50836,59089,31871,27218,396222,12384,0,0,12298,1698,157,11933,35168,27248,9211,109194,12597,104,10042,146963,7225
1987:Q2,414601,351253,67916,21587,11151,10436,261750,0,0,18096,127554,1242,53864,60994,63348,30679,32669,414601,13815,0,0,10719,1213,198,11992,33215,29989,10170,106459,12338,69,11354,163461,9609
1987:Q3,421195,360173,68108,26610,11217,15393,265455,0,0,18564,131831,1249,56919,56892,61022,28628,32394,421195,16886,86,0,8737,1344,204,12100,36511,31972,10929,111457,14418,34,12846,153047,10624
1987:Q4,437922,373586,73768,26245,12544,13701,273573,0,0,20084,139369,1406,52492,60222,64336,30506,33830,437922,14966,219,0,13254,2216,459,12310,34480,32975,11272,111131,11301,40,14150,170128,9021
1988:Q1,447503,388492,73507,27544,12230,15314,287441,0,0,20467,137819,1431,53236,74488,59011,26267,32744,447503,12295,367,0,10370,1616,470,12654,37159,30459,11247,118328,16459,262,14564,170890,10363
1988:Q2,474751,415125,77847,29037,12325,16712,308241,0,0,20879,144304,1423,52547,89088,59626,26357,33269,474751,15348,500,0,10067,1489,599,13164,38613,30414,10900,120644,13390,200,17381,193926,8116
1988:Q3,484669,425236,80303,31432,12303,19129,313501,0,0,21321,141410,1397,54893,94480,59433,26901,32532,484669,13725,609,0,11317,1441,724,13659,41598,27818,10468,118204,16432,200,14158,203279,11037
1988:Q4,513359,451762,85676,49943,11959,37984,316143,0,0,6797,157677,1290,51877,98502,61597,27237,34360,513359,13648,687,0,13413,1749,868,13958,39808,26485,10183,129508,16159,395,14773,219887,11838
1989:Q1,543026,486783,96147,54395,13542,40853,336241,0,0,8382,166319,1283,58391,101866,56243,25743,30500,543026,14686,796,0,10860,1812,1270,14055,43348,26616,10320,149877,16020,400,15336,223915,13715
1989:Q2,562198,504371,110059,52733,13937,38796,341579,0,0,10335,170050,1174,57392,102628,57827,24740,33087,562198,17526,1000,0,10935,2014,1476,13944,40489,26081,10353,161399,17346,800,15736,228695,14404
1989:Q3,569591,511881,113273,57498,12810,44688,341110,0,0,12745,175775,1138,59403,92049,57710,23460,34250,569591,14351,1266,0,9834,2339,1046,13831,40574,26155,10526,174914,17026,1397,14202,227686,14444
1989:Q4,579222,521856,107112,63022,16291,46731,351722,0,0,15715,178698,1122,60043,96144,57366,21980,35386,579222,14291,1563,0,12475,2111,1125,13921,43478,24814,9703,187788,15766,3251,17811,218442,12683
1990:Q1,594386,540732,126034,59292,16150,43142,355406,0,0,18684,190059,830,59527,86306,53654,20481,33173,594386,11574,1954,0,8046,2158,1198,14253,42107,24854,9969,205188,16071,3027,17097,225519,11371
1990:Q2,593977,542543,128659,65062,16235,48827,348822,0,0,22214,187965,779,51008,86856,51434,18479,32955,593977,12555,2500,0,7720,3179,1426,14865,46990,24503,11410,190898,16094,2315,14484,233144,11894
1990:Q3,612854,561773,131811,71453,19828,51625,358509,0,0,26411,181785,804,43795,105714,51081,18952,32129,612854,12016,3180,0,7613,3045,1580,15399,49568,24146,11820,210808,16987,2246,14150,229132,11164
1990:Q4,609879,557811,116852,75346,20561,54785,365613,0,0,31400,183459,920,35569,114265,52068,17567,34501,609879,13836,3969,0,9279,4133,2300,15497,46536,23504,12233,208723,16681,3765,18393,220322,10708
1991:Q1,607807,564040,119851,87378,26369,61009,356811,0,0,33089,184974,880,30171,107697,43767,15661,28106,607807,13845,4899,0,10879,3317,2498,15197,52402,23125,13785,217166,17692,1314,17322,204011,10355
1991:Q2,583624,542267,119437,74289,25314,48975,348541,0,0,34868,181757,916,27353,103647,41357,13347,28010,583624,15866,6000,0,9224,3151,2980,14407,54481,24039,16515,212285,17276,1206,14620,181579,9995
1991:Q3,572015,532108,107016,78336,24800,53536,346756,0,0,36744,173723,920,25948,109421,39907,13726,26181,572015,14318,7336,0,8416,2621,2906,13656,57384,25471,20870,198987,16970,7627,14795,170989,9669
1991:Q4,565918,528125,98477,69601,26092,43509,360047,0,0,51220,182613,900,25430,99884,37793,12887,24906,565918,14695,8969,0,8830,3085,2596,13469,46644,27237,18868,193784,12837,10859,13958,178773,11314
1992:Q1,574110,538493,110434,67338,25888,41450,360721,0,0,44665,183177,861,25649,106369,35617,12480,23137,574110,13853,10617,0,7033,4239,2590,13843,49166,27061,19299,204187,7655,8153,13573,182441,10400
1992:Q2,579920,545940,111996,74277,27695,46582,359667,0,0,44514,172560,865,24752,116976,33980,11935,22045,579920,14122,12000,0,6090,4463,3183,14772,49653,27189,20685,196411,8637,8953,16668,186197,10897
1992:Q3,583561,550643,108216,77505,29086,48419,364922,0,0,46059,179111,873,24965,113914,32918,12776,20142,583561,14757,13156,0,6452,3166,3263,15751,47881,27356,23573,187824,12194,12175,16195,187693,12125
1992:Q4,579048,545137,107106,70407,30567,39840,367624,0,0,54863,174369,886,22436,115070,33911,12756,21155,579048,17044,14125,0,6487,3287,2962,16276,44066,27424,24680,176181,8801,13526,15200,196087,12902
1993:Q1,565470,534811,113900,64539,28656,35883,356372,0,0,55290,159325,679,23885,117193,30659,11355,19304,565470,15860,15036,0,7145,2074,3152,16395,47307,28361,25219,177605,9022,9488,15752,180190,12864
1993:Q2,572048,543152,124025,64457,28856,35601,354670,0,0,56276,150436,541,24898,122519,28896,10723,18173,572048,18076,16011,0,5356,2045,2808,16155,50597,28799,26344,174272,9742,10042,15267,176703,19831
1993:Q3,568184,541072,123232,64013,31271,32742,353827,0,0,53864,145930,564,25480,127989,27112,10622,16490,568184,16698,16989,0,5135,1537,2391,15870,48740,28085,19887,162050,10118,13355,14642,192615,20072
1993:Q4,580012,553759,117829,62302,27475,34827,373628,0,0,58058,149457,564,27950,137599,26253,10226,16027,580012,19411,17901,0,5180,2405,2224,15850,47796,28339,20449,166457,8468,11866,14868,199981,18817
1994:Q1,582087,557058,129885,37755,16067,21688,389418,0,0,59145,155049,425,29565,145234,25029,10657,14372,582087,16511,18882,0,4271,1772,1723,15500,50363,27158,20399,168845,13369,10237,11372,198825,22860
1994:Q2,587978,563412,135680,36605,14854,21751,391127,0,0,57235,159669,290,30660,143273,24566,10403,14163,587978,17880,20082,0,3876,1915,2154,15250,50413,25772,22909,179278,13755,13591,18676,179437,22990
1994:Q3,599158,573706,138683,34779,14160,20619,400244,0,0,63259,158716,150,32944,145175,25452,10800,14652,599158,17818,21575,0,3479,1830,2095,15000,53700,23915,25093,182319,15540,19984,12164,184677,19969
1994:Q4,623463,600066,139238,42669,15198,27471,418159,0,0,63945,171566,13,33948,148687,23397,9958,13439,623463,18826,22440,0,3725,2170,2139,14710,53890,22157,27825,191311,14818,26302,11207,187093,24850
1995:Q1,654723,630226,149799,51870,18568,33302,428557,0,0,69368,167550,10,34444,157185,24497,11456,13041,654723,18211,24204,0,3464,1190,1658,15724,56747,22229,29519,209131,14987,25307,16822,186697,28833
1995:Q2,673805,649274,162887,49097,16910,32187,437290,0,0,74923,166858,4,34341,161164,24531,11655,12876,673805,17386,26447,0,4128,1817,1289,16739,55994,22300,31257,229200,17618,22080,17480,176986,33084
1995:Q3,692724,668587,163268,56833,19958,36875,448486,0,0,80293,162830,5,36813,168545,24137,12494,11643,692724,18004,35286,0,4122,1519,696,17753,57560,22373,29383,223568,15833,28058,22130,178822,37617
1995:Q4,700379,677740,157351,56160,20555,35605,464229,0,0,101241,168617,6,33112,161253,22639,12283,10356,700379,20142,39850,0,4098,1745,557,18767,46617,22443,31477,239977,17180,25470,22065,166550,43441
1996:Q1,717560,694683,174174,52464,16486,35978,468045,0,0,110227,168174,7,34992,154645,22877,12844,10033,717560,17436,42308,0,4301,1975,338,19782,55566,23466,26428,252297,16871,24506,16766,184555,30965
1996:Q2,753577,731349,181726,54502,15142,39360,495121,0,0,114695,169568,8,37521,173329,22228,13448,8780,753577,20928,51074,0,3632,1484,255,16903,57978,24487,28179,267810,17891,23583,19921,177136,42316
1996:Q3,777382,754035,172999,65816,18313,47503,515220,0,0,126761,173311,10,34672,180466,23347,14449,8898,777382,23488,54801,0,3117,1399,177,18401,55952,25509,27573,272190,19655,24588,18072,184916,47544
1996:Q4,802977,779365,156405,67476,18675,48801,555484,0,0,146690,177984,9,30740,200061,23612,13969,9643,802977,31534,60479,0,4519,2259,291,17722,53306,27332,28222,279461,18696,35095,23686,162511,57864
1997:Q1,861087,836842,168747,69321,15873,53448,598774,0,0,158050,185857,8,32197,222662,24245,14507,9738,861087,26721,66304,0,2693,543,260,19050,60240,27045,27395,310107,21046,40565,25226,181819,52073
1997:Q2,893081,867667,179286,71337,15724,55613,617044,0,0,163285,194460,5,33937,225357,25414,15067,10347,893081,25733,68020,0,2624,486,387,18274,62830,27509,32233,315238,23765,42182,25935,181451,66414
1997:Q3,925714,901695,176649,64349,19788,44561,660697,0,0,210358,190475,29,34542,225293,24019,14770,9249,925714,28351,72317,0,2704,428,197,18751,69318,27470,32149,329746,23623,29341,24340,191658,75321
1997:Q4,979423,958524,168598,65084,20044,45040,724842,0,0,256146,202613,33,37609,228441,20899,13684,7215,979423,36145,75173,0,2316,382,324,17610,70449,28542,28616,342224,24497,27635,24258,223489,77763
1998:Q1,1074753,1057674,193105,76706,19813,56893,787863,0,0,284823,212935,70,41826,248209,17079,11568,5511,1074753,32204,80541,0,790,289,922,18095,73007,28946,36927,377601,23125,60082,25079,237465,79680
1998:Q2,1112723,1098379,202491,71372,20462,50910,824516,0,0,308341,227355,29,48001,240790,14344,10348,3996,1112723,28870,79250,0,747,375,610,18557,73436,29337,35839,403083,25921,47582,28296,249795,91025
1998:Q3,1165059,1150802,216872,73981,22617,51364,859949,0,0,340461,228577,206,49965,240740,14257,10716,3541,1165059,31301,82315,0,698,247,797,21073,79294,29641,38309,412289,27795,52493,33417,243649,111741
1998:Q4,1172560,1161023,192958,72878,18452,54426,895187,0,0,381797,233340,207,45421,234422,11537,9131,2406,1172560,39433,90519,0,817,283,1308,21339,78785,29801,37532,423836,24858,56210,28031,228404,111404
1999:Q1,1227578,1217184,223886,77249,18591,58658,916049,0,0,401575,224929,212,46431,242902,10394,8262,2132,1227578,40493,94835,0,687,245,1073,21475,76415,30630,41037,482868,26040,29116,28801,248331,105532
1999:Q2,1243339,1233847,232365,70105,17188,52917,931377,0,0,426914,233158,210,48863,222232,9492,7392,2100,1243339,47355,98797,0,544,251,1470,16343,74628,31361,40909,479608,27498,21783,28785,274352,99655
1999:Q3,1284463,1276170,239280,81753,24090,57663,955137,0,0,465986,207705,186,45569,235691,8293,6472,1821,1284463,47618,102821,0,655,417,843,17291,78516,31971,39259,503860,26902,28271,29344,272276,104419
1999:Q4,1402444,1393845,230326,89171,26677,62494,1074348,0,0,520790,230422,0,54501,268635,8599,6596,2003,1402444,47604,108844,0,714,636,323,14317,83395,32439,40375,538173,29287,23851,25987,351452,105047
2000:Q1,1478128,1469148,260797,101623,33840,67783,1106728,0,0,546648,232963,0,50776,276341,8980,7021,1959,1478128,46046,113239,0,677,767,700,17592,80038,31833,45400,586310,30244,27978,30206,365514,101584
2000:Q2,1534260,1524986,296844,98245,35370,62875,1129897,0,0,574280,224256,0,52452,278909,9274,7245,2029,1534260,49284,116785,0,579,785,235,17845,82676,30967,47652,567204,35474,24296,38226,422240,100012
2000:Q3,1570845,1562121,307039,109756,38665,71091,1145326,0,0,598215,219399,0,54141,273571,8724,6784,1940,1570845,58245,121216,0,645,695,222,18103,85114,30048,46805,607109,37436,26220,45430,396238,97319
2000:Q4,1613994,1606064,278402,120919,37605,83314,1206743,0,0,645825,240092,0,55721,265105,7930,5968,1962,1613994,57765,124707,0,933,569,294,19364,81900,28970,47257,640824,36499,31100,39210,390300,114302
2001:Q1,1540163,1532362,235619,122028,26227,95801,1174715,0,0,592350,182768,0,63357,336240,7801,5982,1819,1540163,54671,128662,0,0,588,323,12057,67066,24462,45909,662767,30272,21292,44637,340898,106559
2001:Q2,1479518,1472743,206256,134978,20865,114113,1131509,0,0,595724,184100,0,62655,289030,6775,5422,1353,1479518,56427,134493,0,0,0,706,11216,66058,23545,51061,656309,28019,24370,44830,269173,113311
2001:Q3,1442404,1437288,189571,136339,17980,118359,1111378,0,0,620874,174125,0,62405,253974,5116,4086,1030,1442404,56538,137111,0,0,0,500,14653,73089,22498,51214,671537,27387,22829,50792,201088,113168
2001:Q4,1473993,1469228,177726,146475,19539,126936,1145027,0,0,659818,162368,0,50609,272232,4765,3676,1089,1473993,60169,142944,0,0,0,1346,13035,54060,21284,51266,656512,25828,33829,48160,257111,108449
2002:Q1,1411428,1406951,162983,152169,18633,133536,1091799,0,0,640178,141382,0,56463,253776,4477,3511,966,1411428,54667,146403,0,0,0,1348,10741,52909,22007,52218,638475,29615,19619,47646,219756,116024
2002:Q2,1348556,1343625,141454,173519,20941,152578,1028652,0,0,612674,135880,0,43445,236653,4931,3992,939,1348556,55218,149815,0,0,0,1369,10490,54025,21788,30565,617299,25205,20183,50808,186100,125691
2002:Q3,1340821,1335945,136423,168571,19099,149472,1030951,0,0,614554,148753,0,46591,221053,4876,3810,1066,1340821,60256,152474,0,0,0,1242,13945,55529,21745,29399,569524,23595,10113,44347,233201,125451
2002:Q4,1374897,1370293,119813,186228,19310,166918,1064252,0,0,637075,147805,0,48311,231061,4604,3949,655,1374897,64789,157968,0,0,0,2325,16026,57640,21835,33115,619530,25827,10353,43495,193447,128547
2003:Q1,1358915,1354095,119825,94415,18494,75921,1139855,0,0,707294,134247,0,44555,253759,4820,4282,538,1358915,61894,157886,0,0,0,1464,13383,50264,22180,35240,562684,25825,11088,46693,247887,122427
2003:Q2,1328250,1323674,100995,97087,20392,76695,1125592,0,0,724419,152843,0,39581,208749,4576,4118,458,1328250,70005,159459,0,0,0,2648,14587,47052,19563,26297,534256,27139,9132,41865,251643,124604
2003:Q3,1295613,1291345,103978,84542,16858,67684,1102825,0,0,727604,141138,0,40898,193185,4268,3798,470,1295613,80487,159735,0,0,0,1308,14259,47424,19416,21226,493680,27144,8385,46074,257411,119064
2003:Q4,1292938,1288571,82481,94424,15546,78878,1111666,0,0,711717,145140,0,42278,212531,4367,3775,592,1292938,75679,164034,0,0,0,844,14025,39437,21315,24782,480679,31045,6687,49356,251933,133122
2004:Q1,1328860,1324963,91623,100640,15236,85404,1132700,0,0,704739,148076,0,57089,222796,3897,3347,550,1328860,78983,166025,0,0,0,943,12400,38440,21155,29759,448168,48156,7983,49519,282826,144503
2004:Q2,1304433,1299990,98673,91517,15275,76242,1109800,0,0,704547,151519,0,51710,202024,4443,3867,576,1304433,78886,158498,0,0,0,355,10496,35065,21213,19437,416316,30399,7759,49956,326062,149991
2004:Q3,1309996,1305971,105121,91478,13396,78082,1109372,0,0,698599,165076,0,52081,193616,4025,3374,651,1309996,85624,168564,0,0,0,590,10882,34722,21415,22063,403240,31302,6602,49876,335566,139550
2004:Q4,1399127,1395034,97782,87952,13302,74650,1209300,0,0,783504,175322,0,53112,197362,4093,3357,736,1399127,95023,153325,0,0,0,768,12684,28793,21136,20437,413699,36910,5814,48015,424777,137746
2005:Q1,1439633,1435546,112001,87142,14048,73094,1236403,0,0,790134,161177,0,59810,225282,4087,3446,641,1439633,90942,150666,0,0,0,639,13634,23040,21761,21421,419261,41111,7895,50399,460939,137925
2005:Q2,1499011,1494866,110679,90452,11869,78583,1293735,0,0,816738,148832,0,57915,270250,4145,3386,759,1499011,90215,156236,0,0,0,599,13528,22241,21806,23658,436838,40042,10221,62476,475435,145716
2005:Q3,1561277,1556888,116493,89382,14766,74616,1351013,0,0,875156,146034,0,63307,266516,4389,3609,780,1561277,99352,167788,0,0,0,524,15432,24515,21895,21794,450459,39407,10923,63811,493928,151449
2005:Q4,1644201,1640099,90071,87031,28978,58053,1462997,0,0,971343,159997,0,57143,274514,4102,3332,770,1644201,110974,165291,0,0,0,859,16379,25674,22103,25929,499356,37653,13813,60246,509111,156813
2006:Q1,1699087,1697610,96494,102557,25456,77101,1498559,0,0,992962,150971,0,58712,295914,1477,721,756,1699087,105397,154243,0,0,0,1137,15773,27492,36851,25690,493561,46132,17856,66698,549687,158570
2006:Q2,1764734,1764227,111671,100214,23815,76399,1552342,0,0,1027756,152685,0,74398,297503,507,-210,717,1764734,118946,156818,0,0,0,705,14480,28003,37599,25713,514124,46550,22954,67615,536961,194266
2006:Q3,1865699,1864643,110579,117388,23944,93444,1636676,0,0,1117809,164014,0,75138,279715,1056,356,700,1865699,118689,160566,0,0,0,1225,14109,29711,38347,27819,563715,48472,25666,73995,546202,217183
2006:Q4,1958395,1957515,112517,105890,27036,78854,1739108,0,0,1213789,165267,0,81730,278322,880,389,491,1958395,122669,164503,0,0,0,978,16821,30360,39095,30412,613993,45383,32352,64305,584213,213311
2007:Q1,2005500,2003371,126169,99819,25756,74063,1777383,0,0,1207579,132480,0,86019,351305,2129,1793,336,2005500,109057,169746,0,0,0,1582,16451,33792,40194,31004,643685,44765,17779,77128,591971,228346
2007:Q2,2111666,2109392,154347,106280,26250,80030,1848765,0,0,1272798,127034,0,90345,358588,2274,1863,411,2111666,114501,159755,0,0,0,1780,13568,36596,41293,35696,652191,42772,30088,79874,660230,243322
2007:Q3,1857724,1857292,131416,100206,27283,72923,1625670,0,0,1056190,119756,0,102141,347583,432,142,290,1857724,79935,164232,0,0,0,1126,12564,38690,42391,29894,653144,44483,14155,86029,467393,223688
2007:Q4,1788893,1788092,123814,104161,28991,75170,1560117,0,0,951968,123528,0,116712,367909,801,290,511,1788893,69462,160440,0,0,0,426,13640,44459,43489,30126,688437,46014,27655,87115,351372,226258
2008:Q1,1784628,1784190,139956,122132,20650,101482,1522102,0,0,926572,113543,0,115762,366225,438,69,369,1784628,52866,154352,0,0,0,2958,19035,47218,41897,34685,676074,45908,39788,107489,325551,236807
2008:Q2,1748411,1748045,139827,119365,28469,90896,1488853,0,0,910108,112391,0,130322,336032,366,34,332,1748411,58271,148150,0,0,0,745,18145,46850,40304,34659,655613,51905,9346,102908,355268,226247
2008:Q3,1555718,1554829,146538,95360,31267,64093,1312931,0,0,816247,103261,0,115851,277572,889,889,0,1555718,56981,140002,0,100037,0,0,17317,40678,38712,30445,506003,46523,6837,153941,226274,191968
2008:Q4,1599798,1599299,131477,91277,49653,41624,1376545,0,0,809959,100885,0,77705,387996,499,499,0,1599798,57286,129378,0,15685,0,0,19719,40281,37120,35391,632716,35257,6791,65701,359022,165451
2009:Q1,1424564,1423917,106921,95352,42774,52578,1221644,0,0,734105,72834,0,56148,358557,647,647,0,1424564,49862,120157,0,4452,0,0,18022,43840,37718,37607,596659,24354,11237,49879,278758,152019
2009:Q2,1279723,1278799,86180,104479,44318,60161,1088140,0,0,665493,66766,0,51880,304001,924,924,0,1279723,55949,125726,0,9841,0,0,12622,49372,38317,33944,538694,29459,12044,61262,175368,137125
2009:Q3,1170016,1169289,72901,132490,35957,96533,963898,0,0,593729,58972,0,55614,255583,727,727,0,1170016,49698,125944,0,52,0,0,9626,50335,38916,35953,524455,37039,9675,49532,113287,125504
2009:Q4,1138000,1137374,58410,156088,34487,121601,922876,0,0,538304,62074,0,60786,261712,626,626,0,1138000,55987,98560,0,0,0,0,10133,53399,39515,33658,520748,43372,9741,41538,114192,117157
2010:Q1,1081303,1080978,73617,164254,34759,129495,843107,246848,74280,161120,63987,0,73973,222899,325,325,0,1081303,57137,122159,0,0,0,0,11394,38255,39169,33098,454900,42183,8611,38495,123000,112902
2010:Q2,1028255,1028046,81979,137500,33382,104118,808567,262662,78180,147971,63082,0,63721,192951,209,209,0,1028255,63594,114593,0,0,0,0,10650,42156,38823,33399,391376,31337,10441,33091,154623,104172
2010:Q3,1050754,1050571,97938,150910,29446,121464,801723,241690,79569,154474,56817,0,64386,204787,183,183,0,1050754,70683,115219,0,0,0,0,12034,49215,38477,33360,390883,35737,8573,34189,154025,108359
2010:Q4,1057585,1057452,82928,173179,30644,142535,801345,214230,88172,156110,111029,0,64767,167037,133,133,0,1057585,123511,114515,0,0,0,0,8136,44066,38131,38293,468660,41319,9903,36240,32688,102123
2011:Q1,1131327,1131215,110460,190627,35068,155559,830128,216837,95954,162243,114440,0,73651,167003,112,112,0,1131327,129229,108650,0,0,0,0,8798,43090,38718,45118,487324,48535,9472,39578,54545,118270
2011:Q2,1081645,1081598,106911,191003,41398,149605,783684,212392,86083,152892,108727,0,76958,146632,47,47,0,1081645,125792,101605,0,0,0,0,8315,41614,39307,49193,449253,28843,9283,42229,68308,117903
2011:Q3,1004484,1004436,124685,169145,33953,135192,710606,195286,61305,145213,111762,0,71721,125319,48,48,0,1004484,106651,100012,0,0,0,0,5542,46463,39895,43838,412844,18506,9207,40742,68340,112444
2011:Q4,969302,969232,116307,151195,30187,121008,701730,210202,59502,140841,120987,0,75876,94322,70,70,0,969302,123604,101906,0,0,0,0,9090,32455,40482,38244,416905,20381,6479,42143,34904,102709
2012:Q1,979483,979449,127583,148022,13392,134630,703844,207978,66481,127168,122810,0,87182,92225,34,34,0,979483,112071,98257,0,0,0,0,7670,33457,39323,39063,413848,20407,5170,43707,55815,110695
2012:Q2,946771,946748,132081,176582,20114,156468,638085,185909,60982,105871,122535,0,87018,75770,23,23,0,946771,109188,94917,0,0,0,0,7535,39956,38164,38553,394044,14207,5723,34691,74138,95655
2012:Q3,939597,939593,136003,167992,17960,150032,635598,186666,66035,105696,123055,0,116963,37183,4,4,0,939597,111150,95421,0,0,0,0,8160,44168,37005,40268,396935,16520,4153,33220,51695,100902
2012:Q4,937938,937936,130329,179089,19421,159668,628518,179552,68694,105453,129147,0,116436,29236,2,2,0,937938,112132,90907,0,0,0,0,7673,51440,35845,41137,429399,14041,3398,29934,19257,102775
2013:Q1,990866,990858,140086,207256,17505,189751,643516,173234,74354,104359,121822,0,117743,52004,8,8,0,990866,112897,91861,0,0,0,0,7680,48720,37193,41770,450104,11895,4175,29958,44794,109819
2013:Q2,980241,980235,147246,236697,29045,207652,596292,144344,63130,106219,119555,0,110567,52477,6,6,0,980241,103353,88689,0,0,0,0,6918,49690,38541,39049,459653,20362,4292,29399,28926,111369
2013:Q3,966579,966579,171169,246118,34869,211249,549292,125445,58770,101750,124874,0,109375,29078,0,0,0,966579,113827,86617,0,0,0,0,7264,54788,39890,40658,459690,32240,5042,30953,5814,89796
2013:Q4,941316,941316,144511,206702,26206,180496,590103,143972,66899,118628,118815,0,96552,45237,0,0,0,941316,106504,87004,0,0,0,0,8389,62150,41239,45942,440645,20725,4426,28654,-5695,101333
2014:Q1,981876,981876,180154,218423,26155,192268,583299,139553,66162,111471,114018,0,89675,62420,0,0,0,981876,116600,85318,0,0,0,0,7557,56910,41738,44956,443441,26258,4762,34350,13475,106511
2014:Q2,995202,995202,185778,247979,35325,212654,561445,133682,67463,102729,109795,0,91308,56468,0,0,0,995202,105470,81537,0,0,0,0,8229,53737,42239,43342,426594,41178,5664,32400,37677,117135
2014:Q3,985785,985785,207060,213664,35130,178534,565061,133128,65716,96933,115754,0,81883,71647,0,0,0,985785,103087,76397,0,0,0,0,8523,52781,42740,41721,435869,27783,5973,20877,50450,119584
